sample_id	oncotree_code	organ	tissue	st_technology	disease_state	priority_tier	exclude_reason	n_spots	n_spots_norm	nb_genes	inter_spot_dist	area_mm2	area_zscore	fullres_px_w	fullres_px_h	pixel_size_um
NCBI114		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	337	1348.0	16359	200.0	43.8	-0.62	9308	9908	0.6894
NCBI113		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	296	1184.0	15856	200.0	45.3	-0.58	9324	9925	0.6994
NCBI112		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	313	1252.0	16396	200.0	43.7	-0.62	9290	9889	0.6893
NCBI111		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	348	1392.0	15638	200.0	42.4	-0.66	9313	9913	0.6773
NCBI110		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	320	1280.0	15949	200.0	43.5	-0.63	9322	9923	0.6859
NCBI109		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	293	1172.0	15526	200.0	43.3	-0.63	9285	9884	0.6873
NCBI108		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	380	1520.0	16815	200.0	44.2	-0.61	9290	9889	0.6935
NCBI107		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	327	1308.0	16072	200.0	45.2	-0.58	9325	9926	0.6989
NCBI106		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	410	1640.0	16454	200.0	44.1	-0.61	9275	9873	0.6943
NCBI105		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	370	1480.0	16345	200.0	44.2	-0.61	9308	9908	0.6921
NCBI104		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	373	1492.0	16578	200.0	43.2	-0.64	9298	9897	0.6852
NCBI103		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	426	1704.0	16376	200.0	44.3	-0.61	9287	9886	0.6943
NCBI102		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	264	1056.0	16425	200.0	44.3	-0.61	9310	9910	0.6932
NCBI101		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(248)	248	992.0	15859	200.0	45.0	-0.59	9292	9891	0.7001
NCBI100		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	317	1268.0	16074	200.0	43.8	-0.62	9281	9879	0.6915
NCBI99		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	304	1216.0	15830	200.0	43.7	-0.62	9243	9839	0.693
NCBI98		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	281	1124.0	15964	200.0	44.2	-0.61	9302	9902	0.6924
NCBI97		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	291	1164.0	15671	200.0	43.9	-0.62	9241	9837	0.6946
NCBI69		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	283	1132.0	15675	200.0	44.1	-0.61	7602	8092	0.8469
NCBI68		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	308	1232.0	15608	200.0	44.7	-0.6	7566	8054	0.8561
NCBI67		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	305	1220.0	16015	200.0	44.0	-0.62	7575	8063	0.8485
NCBI66		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	320	1280.0	16632	200.0	43.5	-0.63	7544	8030	0.8477
NCBI65		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	262	1048.0	15196	200.0	44.4	-0.6	7697	8193	0.8395
NCBI64		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	260	1040.0	15155	200.0	44.3	-0.6	7693	8189	0.8389
NCBI63		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	303	1212.0	15375	200.0	45.9	-0.56	7720	8218	0.8506
NCBI62		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(243)	243	972.0	14488	200.0	44.0	-0.61	7694	8190	0.8356
NCBI61		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	303	1212.0	15361	200.0	44.1	-0.61	7716	8213	0.8341
NCBI60		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	258	1032.0	15830	200.0	44.6	-0.6	7738	8237	0.8361
NCBI58		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(242)	242	968.0	15047	200.0	44.3	-0.61	7702	8198	0.8378
NCBI57		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	393	1572.0	16980	200.0	45.9	-0.56	7714	8211	0.8515
NCBI56		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	306	1224.0	16710	200.0	43.9	-0.62	7689	8185	0.8348
NCBI55		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	380	1520.0	16428	200.0	44.6	-0.6	7671	8165	0.8438
NCBI54		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	297	1188.0	16680	200.0	43.7	-0.62	7690	8186	0.8332
NCBI53		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	268	1072.0	15979	200.0	44.4	-0.6	7704	8201	0.8383
NCBI52		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(212)	212	848.0	16822	200.0	44.5	-0.6	7709	8206	0.8389
NCBI51		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	340	1360.0	15761	200.0	44.1	-0.61	7728	8226	0.8327
NCBI50		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(223)	223	892.0	15581	200.0	44.9	-0.59	7710	8207	0.8421
NCBI49		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(246)	246	984.0	15400	200.0	44.2	-0.61	7706	8203	0.8362
NCBI48		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(235)	235	940.0	15670	200.0	44.7	-0.59	7713	8210	0.8401
NCBI47		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	306	1224.0	16148	200.0	43.7	-0.62	7682	8177	0.8336
NCBI46		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	321	1284.0	15742	200.0	47.2	-0.52	7659	8153	0.8698
NCBI45		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	305	1220.0	16230	200.0	46.4	-0.55	7682	8177	0.8591
NCBI44		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	286	1144.0	16286	200.0	44.5	-0.6	7699	8195	0.8394
NCBI43		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	304	1216.0	16348	200.0	44.7	-0.6	7704	8201	0.8408
NCBI42		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	289	1156.0	16279	200.0	44.1	-0.61	7675	8170	0.839
NCBI41		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(248)	248	992.0	14996	200.0	43.6	-0.63	7807	8310	0.8194
NCBI40		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(191)	191	764.0	15007	200.0	43.6	-0.63	7826	8330	0.8179
NCBI39		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	272	1088.0	14748	200.0	45.3	-0.58	7783	8285	0.8384
NCBI38		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(235)	235	940.0	15177	200.0	42.0	-0.67	8277	8811	0.7587
NCBI37		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(210)	210	840.0	14638	200.0	43.7	-0.62	7743	8242	0.8274
NCBI36		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	265	1060.0	14766	200.0	43.9	-0.62	7839	8344	0.8191
NCBI35		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(249)	249	996.0	15193	200.0	43.7	-0.62	7717	8214	0.8298
NCBI34		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(212)	212	848.0	15522	200.0	44.1	-0.61	7845	8351	0.8207
NCBI33		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(202)	202	808.0	15195	200.0	46.2	-0.55	7834	8339	0.8414
NCBI32		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(159)	159	636.0	15319	200.0	44.3	-0.61	7778	8279	0.8297
NCBI31		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(208)	208	832.0	14506	200.0	43.7	-0.62	8152	8677	0.7859
NCBI30		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(191)	191	764.0	15315	200.0	44.2	-0.61	7818	8322	0.8244
NCBI29		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	318	1272.0	15771	200.0	44.5	-0.6	7734	8232	0.8357
NCBI28		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	301	1204.0	16088	200.0	43.8	-0.62	7834	8339	0.8184
NCBI27		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(205)	205	820.0	16139	200.0	43.1	-0.64	7716	8213	0.8251
NCBI26		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(194)	194	776.0	15723	200.0	43.2	-0.64	7801	8304	0.8163
NCBI25		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(236)	236	944.0	16161	200.0	42.6	-0.65	7807	8310	0.8105
NCBI24		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(234)	234	936.0	16361	200.0	44.1	-0.61	7792	8294	0.8263
NCBI23		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	292	1168.0	14634	200.0	44.2	-0.61	7832	8337	0.8229
NCBI22		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	287	1148.0	16087	200.0	43.8	-0.62	8286	8820	0.7741
NCBI21		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(210)	210	840.0	14795	200.0	43.7	-0.62	7799	8302	0.8218
NCBI20		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(218)	218	872.0	16003	200.0	44.1	-0.61	7817	8321	0.823
NCBI19		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(135)	135	540.0	15847	200.0	44.2	-0.61	7800	8303	0.8261
NCBI18		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(239)	239	956.0	14606	200.0	43.9	-0.62	7828	8333	0.8208
NCBI17		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	252	1008.0	15109	200.0	43.9	-0.62	7824	8328	0.8211
NCBI16		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(151)	151	604.0	12886	200.0	43.3	-0.63	7808	8311	0.8171
NCBI15		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(236)	236	944.0	15315	200.0	42.1	-0.67	7812	8316	0.8051
NCBI14		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(142)	142	568.0	15932	200.0	43.9	-0.62	8093	8615	0.7933
NCBI13		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(181)	181	724.0	16362	200.0	43.4	-0.63	8052	8571	0.7932
NCBI12		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(130)	130	520.0	15688	200.0	47.9	-0.51	8086	8607	0.8298
NCBI11		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(160)	160	640.0	16416	200.0	41.4	-0.69	8043	8561	0.7753
NCBI10		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(138)	138	552.0	15997	200.0	50.4	-0.44	8073	8593	0.8519
NCBI9		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	269	1076.0	15677	200.0	44.8	-0.59	7053	7508	0.9193
NCBI8		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(209)	209	836.0	15966	200.0	46.7	-0.54	7065	7520	0.9375
NCBI7		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	258	1032.0	16449	200.0	44.2	-0.61	7033	7486	0.9164
NCBI6		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(216)	216	864.0	16308	200.0	44.5	-0.6	7076	7532	0.914
NCBI5		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	295	1180.0	16576	200.0	44.2	-0.61	7051	7505	0.9142
NCBI4		Cervix	Cervical tissue	Visium	Diseased	medium	tier_inferred_from_organ	1054	1054.0	20615	100.0	74.8	0.24	9920	9681	0.8824
NCBI3		Cervix	Cervical tissue	Visium	Diseased	skip	low_spots(579)	579	579.0	20615	100.0	78.8	0.35	9984	9524	0.9102
NCBI2	UNKNOWN	Cervix	Cervical tissue	Visium	Cancer	medium	tier_inferred_from_organ	1757	1757.0	20615	100.0	72.6	0.18	10322	9666	0.8532
NCBI1	UNKNOWN	Cervix	Cervical tissue	Visium	Cancer	medium	tier_inferred_from_organ	1593	1593.0	20615	100.0	77.2	0.31	10159	9762	0.8822
MISC32		Lung	Trachea	Visium	Treated	high	tier_inferred_from_organ	1928	1928.0	33538	100.0	61.8	-0.12	16800	17680	0.4563
MISC31		Lung	Bronchi	Visium	Treated	high	tier_inferred_from_organ	2524	2524.0	33538	100.0	59.6	-0.18	16800	17064	0.4559
MISC30		Lung	Bronchi	Visium	Treated	high	tier_inferred_from_organ	2729	2729.0	33538	100.0	59.5	-0.18	16464	17360	0.4562
MISC29		Lung	Bronchi	Visium	Treated	high	tier_inferred_from_organ	2283	2283.0	33538	100.0	59.8	-0.17	16800	17136	0.4557
MISC28		Lung	Parenchyma	Visium	Treated	skip	low_spots(863)	863	863.0	33538	100.0	125.9	1.67	32832	18432	0.4562
MISC27		Lung	Bronchi	Visium	Treated	skip	low_spots(408)	408	408.0	33538	100.0	125.8	1.66	32832	18432	0.4559
MISC26		Lung	Bronchi	Visium	Treated	high	tier_inferred_from_organ	2524	2524.0	33538	100.0	125.9	1.67	32832	18432	0.4562
MISC25		Lung	Parenchyma	Visium	Treated	high	tier_inferred_from_organ	2249	2249.0	33538	100.0	125.7	1.66	32832	18432	0.4557
MISC24		Lung	Parenchyma	Visium	Treated	skip	low_spots(875)	875	875.0	33538	100.0	125.8	1.66	32832	18432	0.456
MISC23		Lung	Bronchi	Visium	Treated	skip	low_spots(436)	436	436.0	33538	100.0	125.9	1.66	32832	18432	0.4561
MISC22		Lung	Bronchi	Visium	Treated	high	tier_inferred_from_organ	2704	2704.0	33538	100.0	126.2	1.67	32832	18432	0.4566
MISC21		Lung	Parenchyma	Visium	Treated	high	tier_inferred_from_organ	2987	2987.0	33538	100.0	125.8	1.66	32832	18432	0.4559
MISC20		Lung	Parenchyma	Visium	Treated	high	tier_inferred_from_organ	3316	3316.0	33538	100.0	132.9	1.86	35112	19720	0.4381
MISC19		Lung	Parenchyma	Visium	Treated	high	tier_inferred_from_organ	2454	2454.0	33538	100.0	134.9	1.92	35112	19720	0.4415
MISC18		Lung	Parenchyma	Visium	Treated	high	tier_inferred_from_organ	2081	2081.0	33538	100.0	135.0	1.92	35112	19720	0.4416
MISC17		Lung	Bronchi	Visium	Treated	inspect	tier_inferred_from_organ|large_slide(161mm2,z=2.6)	1084	1084.0	33538	100.0	161.0	2.64	38240	21600	0.4415
MISC16		Lung	Bronchi	Visium	Treated	high	tier_inferred_from_organ	3154	3154.0	17922	100.0	128.8	1.74	33264	18688	0.4552
MISC15		Lung	Bronchi	Visium	Treated	high	tier_inferred_from_organ	2501	2501.0	17922	100.0	128.7	1.74	33264	18688	0.4551
MISC14		Lung	Trachea	Visium	Treated	high	tier_inferred_from_organ	1670	1670.0	17922	100.0	128.4	1.74	33264	18688	0.4545
MISC13		Lung	Trachea	Visium	Treated	high	tier_inferred_from_organ	1768	1768.0	17922	100.0	128.8	1.74	33264	18688	0.4551
MISC12		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	4226	4226.0	33538	100.0	93.5	0.76	13332	13332	0.7251
MISC11		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	4384	4384.0	33538	100.0	93.2	0.75	13332	13332	0.7242
MISC10		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	4789	4789.0	33538	100.0	93.7	0.77	13332	13332	0.7261
MISC9		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	4634	4634.0	33538	100.0	93.7	0.77	13332	13332	0.7261
MISC8		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	3661	3661.0	33538	100.0	93.7	0.77	13332	13332	0.7261
MISC7		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	3498	3498.0	33538	100.0	93.5	0.76	13332	13332	0.7251
MISC6		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	4110	4110.0	33538	100.0	93.7	0.77	13332	13332	0.7261
MISC5		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	4015	4015.0	33538	100.0	94.0	0.78	13332	13332	0.7271
MISC4		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	3639	3639.0	33538	100.0	93.7	0.77	13332	13332	0.7261
MISC3		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	3673	3673.0	33538	100.0	93.5	0.76	13332	13332	0.7251
MISC2		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	3592	3592.0	33538	100.0	93.7	0.77	13332	13332	0.7261
MISC1		Brain	dorsolateral prefrontal cortex	Visium	Healthy	skip	non_cancer	3460	3460.0	33538	100.0	93.7	0.77	13332	13332	0.7261
